#  ___  _____  _____  __  __  ____  
# |_ _||_   _|| ____||  \/  |/ ___| 
#  | |   | |  |  _|  | |\/| |\___ \ 
#  | |   | |  | |___ | |  | | ___) |
# |___|  |_|  |_____||_|  |_||____/ 

* Monster Candy
* Croquet Roll 
* Stick
 item_name_4, Bandage 
 obj_npc_room_351, \TP  
 obj_npc_room_352, IT'S STILL HERE! 
 obj_npc_room_353, \Ts  
 obj_npc_room_354,  didn't you just say not  to bring it back to my  room? 
 obj_npc_room_355, \TP  
 obj_npc_room_356, FORGET IT! 
 obj_npc_room_368,  What. What? WHAT!? 
 obj_npc_room_369,  It's a living. 
 obj_npc_room_372,  So, you helped get us  all free... 
 obj_npc_room_373,  I guess I really acted  like a dummy to you. 
 obj_npc_room_377,  Sorry for acting like a  dummy before. 
 obj_npc_room_378,  You've really helped me  out!! 
 obj_npc_room_384,  It's a snail. 
 obj_npc_room_385,  For some reason, you can't  help but wonder what it  tastes like... 
 obj_npc_room_388,  It's a snail. 
 obj_npc_room_389,  You wonder if Toriel has  seen it. 
 obj_npc_room_406,  We were hanging out  when suddenly, a buncha puzzles  reactivated out of nowhere. 
 obj_npc_room_407,  This is a huge problem... It rules! They've GOTTA  cancel school over this! 
 obj_npc_room_409,  Wait a second... Auuuugh, it's summer vacation! 
 obj_npc_room_417,  Hey, did you hear? The barrier's opened up! 
 obj_npc_room_418,  Now school HAS to be  cancelled, right!? 
 obj_npc_room_423,  Why should we bother going  to school, anyway...? 
 obj_npc_room_424,  This world's got no future. 
 obj_npc_room_430,  Finally! Someone turned off that laser! 
 obj_npc_room_431,  Now that we're free we can... Well, uh, I guess we'll just  keep standing here. 
 obj_npc_room_434,  Hm? Nice try, but your loitering  technique still needs work. 
 obj_npc_room_436,  There will be lots of places  to loiter on the surface,  I bet. 
 obj_npc_room_440,  Loitering around... What's the point? 
 obj_npc_room_451,  The way to work is blocked,  so I had time to catch  Mettaton's show on my phone... 
 obj_npc_room_452,  The special effects were  amazing today! That human almost looked REAL! 
 obj_npc_room_454,  Of course, an experienced  viewer like me knows CGI  when they see it... 
 obj_npc_room_458,  The barrier's opened up, so  we don't have to go to  work today. 
 obj_npc_room_459,  I mean, sure, we're free,  but it's the little  things, you know? 
 obj_npc_room_464,  That last episode had me  really shaken... 
 obj_npc_room_465,  But Mettaton's OK. Everyone knows it's just CGI! 
 obj_npc_room_470,  Mettaton? Yeah, he's the most popular  star in the underground! 
 obj_npc_room_471,  His fan club probably has  at least two... no, THREE  dozen members! 
 obj_npc_room_474,  And that's not even counting  me! 
 obj_npc_room_478,  Today, we all started as  co-workers... 
 obj_npc_room_479,  Who knows what we'll be  tomorrow? 
 obj_npc_room_484,  What a heartbreaker. 
 obj_npc_room_485,  I bet his fanclub's almost  doubled in size from that! 
 obj_npc_room_508,  There's a piece of cheese  inside this computerized  laser-safe. 
 obj_npc_room_509,  The lasers have melted the  edges of the cheese... It's stuck to the table. 
 obj_npc_room_513,  Seems like the mouse hacked  the safe and took the  cheese out. 
 obj_npc_room_523,  It's so nice to  have you over! 
 obj_npc_room_524,  Why not take a  seat at the  table? 
 obj_npc_room_527,  Sit at the freakin'  table, you little  nerd. 
 obj_npc_room_534,  I... I... I ended up buying a  donut... 
 obj_npc_room_535,  I... I... I didn't want to, but  that girl... even though I told  her no, she... 
 obj_npc_room_536,  ... kept staring at me in this  creepy way and licking her  lips. 
 obj_npc_room_537,  N... now I'm outta cash. 
 obj_npc_room_540,  Maybe I can sell it online  and double my money back... 
 obj_npc_room_545,  On the surface, I won't  buy any donuts from  spiders. 
 obj_npc_room_546,  That's my resolution. 
 obj_npc_room_551,  ... 
 obj_npc_room_568,  It's just a regular flower. 
 obj_npc_room_580,  ... 
 obj_npc_room_582,  ... what? 
 obj_npc_room_588,  It's an empty dog food  bowl. 
 obj_npc_room_593,  It's a treadmill. There's a message attached. 
 obj_npc_room_594,   + '' + the truth is that you got  owned, nerd...... + '' +  
 obj_npc_room_599,  ... he seems happy. 
 obj_npc_room_604,  Sn... ow... y... 
 obj_npc_room_615,  There you are,  Frisk-darling. 
 obj_npc_room_616, \E8 Feast your eyes! Dr. Alphys completed  my wonderful new body. 
 obj_npc_room_617, \E7 Oooh! And did you hear? The barrier's OPEN! 
 obj_npc_room_618, \E4 I can't wait to see  the sun... 
 obj_npc_room_619, \E5 ... the greatest  spotlight of all!! 
 obj_npc_room_620, \E9 Oh yes. I suppose I should thank  you, too, darling. 
 obj_npc_room_621,  Before fighting you,  I had... 
 obj_npc_room_622, \E4 Forgotten how fun it  was to perform with  others. 
 obj_npc_room_623, \E6 So I've been searching  for HOT TALENTS to fill  up my upcoming troupe. 
 obj_npc_room_624,  So far, Shyren's agreed  to be my back-up singer. 
 obj_npc_room_625,  And Bl... Napstablook, here, will  be my sound mixer! 
 obj_npc_room_626,  The three of us  performing together... 
 obj_npc_room_627, \E4 It really feels overdue,  doesn't it? 
 obj_npc_room_631,  Frisk, darling. Can you help me with  something? 
 obj_npc_room_632,  What kind of merchandise  do you think humans  would want to buy...? 
 obj_npc_room_633,  I've thought of a few  ideas so far. 
 obj_npc_room_634, \E6 Buttons with my face Stickers with my face CDs with my face 
 obj_npc_room_635, \E7 Posters with my face T-shirts with my face Underwear with my face 
 obj_npc_room_636, \E9 ... and plush dolls of  TORIEL. 
 obj_npc_room_638, \E8 But, you know. With my face instead  of hers. 
 obj_npc_room_640,  So what do you think? 
 obj_npc_room_641, \TS \F0 \T0  
 obj_npc_room_642,  ... 
 obj_npc_room_644,  A yes or no prompt was not  provided. 
 obj_npc_room_645, \TS \F8 \TM  
 obj_npc_room_646, \E9 Fabulous! I completely agree! 
 obj_npc_room_651,  Oh, Frisk. Why don't you go see  how Alphys is doing? 
 obj_npc_room_652,  Since the flash of light  she's been working hard  to set everything right. 
 obj_npc_room_653,  Ha-Ha. About time, huh? 
 obj_npc_room_662,  By barking with text-to-speech  on, the dog accidentally  programmed a whole game. 
 obj_npc_room_663,  Hmmm... seems fine. 
 obj_npc_room_669,  Blub blub... You'll have to reserve a  table to eat here. 
 obj_npc_room_670,  You'll also need to reserve  your chair, your silverware,  your food, your... 
 obj_npc_room_674,  Blub blub... Now we can live life  without reservations. 
 obj_npc_room_679,  Blub blub... Mettaton isn't here to press  his face into the steaks. 
 obj_npc_room_680,  He told me that if he ever  disappeared, we could use  my face instead... 
 obj_npc_room_681,  But, I'm nervous. What if my face doesn't  taste very good...? 
 obj_npc_room_686,  As I came in, I realized I  forgot to make a reservation. 
 obj_npc_room_687,  But I didn't want to look  like I messed up. So I kept walkin' in anyway. 
 obj_npc_room_688,  Now I'm just... kinda... Consuming dew off this ficus. 
 obj_npc_room_692,  Oh, we're all free? 
 obj_npc_room_693,  Oh... Guess I can... Stop lickin' this ficus. 
 obj_npc_room_694,  ... but I don't want to look  like I messed up, so  I'll keep going... 
 obj_npc_room_699,  What would Mettaton think if  he saw me licking this  plant of his...? 
 obj_npc_room_700,  Eh... who cares. 
 obj_npc_room_709,  I work at the CORE. The inside is a maze made of  swappable parts... 
 obj_npc_room_710,  That means we can shuffle the  layout at will. 
 obj_npc_room_711,  Boy, was today a FUN day! I sure love PUZZLE!!! 
 obj_npc_room_715,  So, if we're leaving, will  my job...? 
 obj_npc_room_716,  Ugh, and I just got a raise! Well, guess every apple has  its CORE, heheh. 
 obj_npc_room_721,  Today, we received the  promise of a lot of money  from a strange source. 
 obj_npc_room_722,  It may not be kosher, but... Whew! I love puzzle! 
 obj_npc_room_728,  Originally, we dug mazes  with puzzles in order to  foil human attacks. 
 obj_npc_room_729,  But now, building things  winding and confusing.... It's some awful tradition. 
 obj_npc_room_730,  You can't go ugh two feet  without being up to your  armpits in puzzles. 
 obj_npc_room_734,  The surface world... Really! 
 obj_npc_room_735,  Maybe I'll be able to  go two feet without running  into a puzzle. 
 obj_npc_room_740,  One thing I can say... 
 obj_npc_room_741,  I respect Mettaton for not  putting any puzzles here. 
 obj_npc_room_742,  At another hotel, I had  to find 12 magic keys just to  unlock the shower. 
 obj_npc_room_751,  Mettaton looked really... Really cool in that dress. 
 obj_npc_room_752,  It sort of makes me feel like  I could wear one, too! 
 obj_npc_room_756,  Mettaton...! He recognized my voice from  when I called in, and... 
 obj_npc_room_757,  He... he gave me his dress! I'm so...! Ha ha ha! 
 obj_npc_room_762,  Please don't talk to me. I am feeling discouraged  about something. 
 obj_npc_room_769,  Welcome to MTT Resort -  Hotland's biggest apartment-  building-turned-hotel! 
 obj_npc_room_770,  Whether you're here for a night  or still live here, MTT Resort  prides itself on a great stay! 
 obj_npc_room_771,  Just passing through...? Nice! MTT Resort prides itself on  being passed through! 
 obj_npc_room_775,  Sorry - the resort's shutting  down. 
 obj_npc_room_776,  But I think you'll find it's  still great to pass through! 
 obj_npc_room_781,  Welcome to MTT Resort! Have you seen Mettaton? 
 obj_npc_room_782,  He hasn't come by lately. I have a lot of respect for  that man. 
 obj_npc_room_783,  I had trouble getting a job  because I am so pointy and  angular. 
 obj_npc_room_784,  But, being a rectangle, he  understood my struggles. 
 obj_npc_room_792,  I love hot dogs! 
 obj_npc_room_793,  Hey... Isn't it weird there's  SNOW on that guy's roof? 
 obj_npc_room_794,  ... guess he's just too lazy  to clean it off. 
 obj_npc_room_798,  I love hot dogs! 
 obj_npc_room_799,  But the hot dog guy left... Even though all of his  stuff is still here. 
 obj_npc_room_800,  ... guess he's just too lazy  to clean it away. 
 obj_npc_room_805,  I wanted another hot dog. But the hot dog guy never  came back. 
 obj_npc_room_806,  Besides that? Today was fine. 
 obj_npc_room_807,  Count your blessings. Even if you don't get a  second hot dog. 
 obj_npc_room_812,  Toasty bun! 
 obj_npc_room_817,  It's hard-boiled. 
 obj_onionsan_event_181,  Hey... there... Noticed you were... Here... 
 obj_onionsan_event_182, \M1 I'm Onionsan! Onionsan, y'hear! 
 obj_onionsan_event_211, \M1 You're visiting Waterfall, huh! It's great here, huh! You love it, huh! 
 obj_onionsan_event_212, \M0 Yeah! Me too! It's my Big Favorite. 
 obj_onionsan_event_224, \M3 Even though, the water's  getting so shallow here... 
 obj_onionsan_event_225,  I, have to sit down all  the time, but... 
 obj_onionsan_event_226, \M1 He-hey! That's OK! It beats moving to the city! 
 obj_onionsan_event_227,  And living in a crowded  aquarium! 
 obj_onionsan_event_228, \M2 Like all my friends did! 
 obj_onionsan_event_241, \M3 And the aquarium's full,  a-anyway, so, even if I  wanted to, I... 
 obj_onionsan_event_242, \M1 That's okay though, y'hear! Undyne's gonna fix  everything, y'hear! 
 obj_onionsan_event_243,  I'm gonna get out of here  and live in the ocean! Y'hear! 
 obj_onionsan_event_256, \M2 Hey... there... That's the end of this room. 
 obj_onionsan_event_257,  I'll see you around! Have a good time! 
 obj_onionsan_event_258,  In Waterfalllllllllllllllll  lllllllllllll 
 obj_onionsan_event_312, \M1 Oh! Did y'hear!!! 
 obj_onionsan_event_313, \M1 ... 
 obj_onionsan_event_314, \M1 I got nothing else... To talk about... 
 obj_onionsan_event_317, \M2 I've been wondering when  we're all gonna go free. 
 obj_onionsan_event_318, \M3 S-since... if we did... How would I ever know? 
 obj_onionsan_event_319, \M1 Well, I'll keep my  tentacles out for you! Y'hear! 
 obj_onionsan_event_320,  As soon as I know I'll be  the first to tell you! Y'hear!! 
 obj_onionsan_event_337, \M0 It's gotta be any day now! 
 obj_operatingtable_64,  It's some kind of operating  table. 
 obj_operatingtable_65,  It's sticky... 
 obj_otherphonecall_100,  Ring... ring... 
 obj_otherphonecall_115,  U-uhhh... Oh my god, help... 
 obj_otherphonecall_116,  I'd like to order a... Um... A pizza...? 
 obj_otherphonecall_117,  With, uhh... The toppings are, uh... 
 obj_otherphonecall_118,  I have them copied, I'll  just paste them to you. 
 obj_otherphonecall_119, \T0  
 obj_otherphonecall_120,  Your phone is too old to  receive texts... 
 obj_otherphonecall_121,  It reads out loud, character-  by-character, an ASCII art  of an anime catgirl. 
 obj_otherphonecall_122, \TA ... 
 obj_otherphonecall_133,  Click... 
 obj_outsideworld_event_158,  welp. 
 obj_outsideworld_event_159,  someone's gotta keep  him from getting  into trouble. 
 obj_outsideworld_event_160,  see you guys. 
 obj_outsideworld_event_183,  Man, do I have  to do EVERYTHING? 
 obj_outsideworld_event_184, \E6 Papyrus, wait!!! 
 obj_outsideworld_event_219,  Hey, Undyne!! Wait up!! 
 obj_outsideworld_event_255,  Whoops. 
 obj_outsideworld_event_273,  Uh, should I do  something? 
 obj_outsideworld_event_275,  ... 
 obj_outsideworld_event_277,  Well, gotta go! 
 obj_outsideworld_event_309,  It seems that everyone  is quite eager to  set off. 
 obj_outsideworld_event_344,  What? 
 obj_outsideworld_event_345,  Frisk... 
 obj_outsideworld_event_346,  You really are a  funny child. 
 obj_outsideworld_event_347,  If you had said that  earlier, none of this  would have happened. 
 obj_outsideworld_event_348,  It is a good thing  you took so long to  change your mind. 
 obj_outsideworld_event_349,  Hee hee hee. 
 obj_outsideworld_event_350,  Well... I suppose. 
 obj_outsideworld_event_351,  If you really do  not have any other  place to go... 
 obj_outsideworld_event_352,  I will do my best to  take care of you, for  as long as you need. 
 obj_outsideworld_event_353,  All right? 
 obj_outsideworld_event_354,  Now, come along. 
 obj_outsideworld_event_372,  Everyone is waiting  for us! 
 obj_outsideworld_event_413,  Ah. 
 obj_outsideworld_event_414,  ... I see. 
 obj_outsideworld_event_415,  ... 
 obj_outsideworld_event_416,  Well, I hope that  I am not keeping  you. 
 obj_outsideworld_event_478,  Frisk. 
 obj_outsideworld_event_479,   + '' + See you around. + '' +  
 obj_papbookshelf_63, THAT BOOK'S ONEOF MYFAVORITES. 
 obj_papbookshelf_64, '' + ADVANCED PUZZLECONSTRUCTION FORCRITICAL MINDS. + '' +  
 obj_papbookshelf_66, THAT NEXT BOOK'SANOTHER ONE OFMY FAVORITES. 
 obj_papbookshelf_67, '' + PEEK-A-BOO WITHFLUFFY BUNNY. + '' +  
 obj_papbookshelf_68, \E3THE ENDINGALWAYS GETS ME. 
 obj_papbookshelf_71,  Complex manuals and  children's books. 
 obj_papbookshelf_76,  The bookshelf is filled  with complex tomes  about puzzle creation. 
 obj_papbookshelf_77,  And children's books. 
 obj_papcheckpoint_98,  There's some narration on this  cardboard box. 
 obj_papcheckpoint_99, \TP  
 obj_papcheckpoint_100, YOU OBSERVE THEWELL-CRAFTEDSENTRY STATION. 
 obj_papcheckpoint_101, WHO COULD HAVEBUILT THIS, YOUPONDER... 
 obj_papcheckpoint_102, I BET IT WASTHAT VERY FAMOUSROYAL GUARDSMAN! 
 obj_papcheckpoint_103, NOTE: NOT YET AVERY FAMOUSROYAL GUARDSMAN. 
 obj_papcheckpoint_107, NOTE: NOT YET AVERY FAMOUSROYAL GUARDSMAN. 
 obj_papcheckpoint_108, UPDATE: AM I AROYAL GUARDSMANYET??? 
 obj_papcheckpoint_112,  These instructions  are written in  chicken scratch. 
 obj_papcomputer_63, THE INTERNET!I'M QUITEPOPULAR THERE. 
 obj_papcomputer_64, I'M JUST ADOZEN AWAY... 
 obj_papcomputer_65, FROM A DOUBLEDIGIT FOLLOWERCOUNT! 
 obj_papcomputer_66, \E3OF COURSE, FAMEHAS A STEEPPRICE. 
 obj_papcomputer_67, A JEALOUS TROLLHAS BESIEGED MYONLINE PERSONA. 
 obj_papcomputer_68, ALWAYS SENDINGME BAD PUNS INA GOOFY FONT... 
 obj_papcomputer_73,  The computer's internet  browser is opened to  a social media site. 
 obj_papcomputer_79,  The computer's internet  browser is opened to  a social media site. 
 obj_papcomputer_84,  The computer's internet  browser is opened to  a music-sharing forum. 
 obj_papcomputer_90,  Looks like this dog makes  a lot of bad posts  on-line. 
 obj_papcomputer_91,  Text to speech is on. 
 obj_papcomputer_92,  Seems like the dog barks,  and it translates to these  bad posts. 
 obj_papcomputer_93,  It doesn't really know what  it's saying. 
 obj_papcomputer_94,  Seems like most bad posts  on-line, are actually this  dog. 
 obj_papcomputer_95,  Thinking about this... Brings you relief. 
 obj_papcouch_62,  You touch the couch. It makes a jangling sound. 
 obj_papcouch_63,  You find a bunch of loose  coins inside the couch... 
 obj_papcouch_64,  You got 20G. 
 obj_papcouch_70,  It's a saggy old couch. 
 obj_papdate_150,         DATING  START!^5  
 obj_papdate_151,         HANGOUT START!^5  
 obj_papdate_166, HERE WE ARE!!ON OUR DATE!! 
 obj_papdate_167, HERE WE ARE!!HANGING OUT!! 
 obj_papdate_169, \E3I'VE ACTUALLYNEVER DONE THISBEFORE. 
 obj_papdate_170, BUT DON'T WORRY!!! 
 obj_papdate_171, YOU CAN'T SPELL'PREPARED' WITHOUTSEVERAL LETTERSFROM MY NAME!!! 
 obj_papdate_198, I SNAGGED ANOFFICIALDATING RULEBOOKFROM THE LIBRARY! 
 obj_papdate_199, I SNAGGED ANOFFICIALHANGOUT GUIDEBOOKFROM THE LIBRARY! 
 obj_papdate_201, WE'RE READY TOHAVE A GREATTIME! 
 obj_papdate_202, \F4 \E8  
 obj_papdate_203, LET'S SEE... 
 obj_papdate_204, \XSTEP ONE... PRESSTHE [ C ] KEY ONYOUR KEYBOARD FOR + '' + \RDATING HUD\X. + '' +  
 obj_papdate_205, \XSTEP ONE... PRESSTHE [ C ] KEY ONYOUR KEYBOARD FOR + '' + \RFRIENDSHIP HUD\X. + '' +  
 obj_papdate_206, \XSTEP ONE... PRESSYOUR CONTROLLER'S BUTTON FOR + '' + \RDATING HUD\X. + '' +  
 obj_papdate_207, \XSTEP ONE... PRESSYOUR CONTROLLER'S BUTTON FOR + '' + \RFRIENDSHIP HUD\X. + '' +  
 obj_papdate_208, \E3I THINK YOUALREADY DIDTHAT... 
 obj_papdate_220, \E3I THINK YOUALREADY DIDTHAT... 
 obj_papdate_232, \E3... 
 obj_papdate_233, \E3OKAY, FORGET IT. 
 obj_papdate_279, WOWIE!!!I FEEL SOINFORMED!!! 
 obj_papdate_280,   
 obj_papdate_281, I THINK WE'REREADY FOR STEPTWO!!! 
 obj_papdate_282, \F4 \E8  
 obj_papdate_283, '' + STEP TWO...ASK THEMON A DATE. + '' +  
 obj_papdate_284, '' + STEP TWO...ASK THEMTO HANG OUT. + '' +  
 obj_papdate_286, A\F0HEM! 
 obj_papdate_287, HUMAN!I, THE GREATPAPYRUS... 
 obj_papdate_288, WILL GO ONA DATE WITHYOU!!! 
 obj_papdate_289, WILL HANG OUTWITH YOU!!! 
 obj_papdate_302,                                  Yes             No                                    
 obj_papdate_326, R-REALLY???WOWIE!!! 
 obj_papdate_332, FORTUNATELY, ITONLY SAYS TOASK!!! 
 obj_papdate_334, I GUESS THATMEANS IT'STIME FOR PARTTHREE!!! 
 obj_papdate_335, \F4 \E8  
 obj_papdate_336, '' + STEP THREE...PUT ON NICECLOTHES TOSHOW YOU CARE! + '' +  
 obj_papdate_337, \E3... 
 obj_papdate_357, \E3WAIT A SECOND. 
 obj_papdate_367, '' + WEAR CLOTHING... + '' +  
 obj_papdate_369, THAT THING ONYOUR BODY... 
 obj_papdate_370, THAT BANDAGEHANGING OFFOF YOU... 
 obj_papdate_371, THAT RIBBON INYOUR HAIR... 
 obj_papdate_372, THAT BANDANNAAROUND YOURHEAD... 
 obj_papdate_373, THAT TUTU AROUNDYOUR WAIST... 
 obj_papdate_374, THOSE GLASSES ONYOUR FACE... 
 obj_papdate_375, THAT APRON YOUPUT ON... 
 obj_papdate_376, THAT COWBOY HATON YOUR HEAD... 
 obj_papdate_377, THAT LOCKETAROUND YOUR NECK. 
 obj_papdate_378, YOU'RE WEARINGCLOTHING RIGHTNOW!!! 
 obj_papdate_379, \E3NOT ONLY THAT... 
 obj_papdate_380, EARLIER TODAY,YOU WERE ALSOWEARING CLOTHING! 
 obj_papdate_381, \F3   
 obj_papdate_382, NO...COULD IT BE??? 
 obj_papdate_383, \F0   
 obj_papdate_386, YOU'VE WANTED TODATE ME FROMTHE VERYBEGINNING!?? 
 obj_papdate_389, YOU'VE WANTED TOHANG OUT WITHME FROM THEVERY BEGINNING!?? 
 obj_papdate_404,                                  Yes             No                                    
 obj_papdate_453, NO!! 
 obj_papdate_454, YOU PLANNED ITALL!!! 
 obj_papdate_457, YOU'RE WAY BETTERAT DATING THANI AM!!! 
 obj_papdate_458, \XN\E6-NOOOO!!!YOUR \BDATING POWER\X ...!!! 
 obj_papdate_460, YOU'RE WAY BETTERAT HANGING OUTTHAN I AM!!! 
 obj_papdate_461, \XN\E6-NOOOO!!!YOUR \BFRIENDSHIPPOWER\X!!! 
 obj_papdate_465, \E3DESPITE THAT, YOUCHOSE TO WEARCLOTHING TODAY, OFALL DAYS...? 
 obj_papdate_468, WAS YOUR INTERESTIN ME... 
 obj_papdate_469, \XN\E6-NOOOO!!!YOUR \BDATING POWER\X ...!!! 
 obj_papdate_470, WAS YOURFRIENDSHIP... 
 obj_papdate_471, \XN\E6-NOOOO!!!YOUR \BFRIENDSHIPPOWER\X!!! 
 obj_papdate_472, \F3PREDESTINED!?!? 
 obj_papdate_520, NYEH! 
 obj_papdate_521, NYEH HEH HEH!!! 
 obj_papdate_535, \F0DON'T THINK YOU'VEBESTED ME YET! 
 obj_papdate_536, I, THE GREATPAPYRUS... 
 obj_papdate_539, HAVE NEVER BEENBEATEN AT DATING,AND I NEVER WILL! 
 obj_papdate_540, JUST IN CASESOMEBODY HAPPENSTO ASK ME ONA DATE!!! 
 obj_papdate_541, HAVE NEVER BEENBEATEN AT HANGINGOUT, AND I NEVERWILL! 
 obj_papdate_542, JUST IN CASESOMEONE WANTSTO HANG OUT! 
 obj_papdate_543, I CAN EASILYKEEP UP WITHYOU!!! 
 obj_papdate_544, YOU SEE,I, TOO, CAN WEARCLOTHING!!! 
 obj_papdate_545, \E3IN FACT... 
 obj_papdate_546, I ALWAYS WEAR MY + '' + SPECIAL + '' +  CLOTHESUNDERNEATH MYREGULAR CLOTHES!! 
 obj_papdate_547, BEHOLD!!! 
 obj_papdate_573, NYEH!WHAT DO YOUTHINK OF MYSECRET STYLE!?! 
 obj_papdate_586,                                  I love it       I hate it                             
 obj_papdate_611, \E6NO!!! 
 obj_papdate_614, A GENUINECOMPLIMENT...!!! 
 obj_papdate_618, YOUR HONESTY...!IT SHOWS HOWMUCH YOU REALLYCARE!!! 
 obj_papdate_667, \E3HOWEVER... 
 obj_papdate_668, \XYOU DON'T TRULYUNDERSTAND THE\R HIDDEN POWER\X OFTHIS OUTFIT!!! 
 obj_papdate_669, \E3THEREFORE... 
 obj_papdate_679, WHAT YOU JUSTSAID IS INVALID!!! 
 obj_papdate_681, THIS DATE WON'TESCALATE ANYFURTHER!!! 
 obj_papdate_683, THIS HANG-OUTWON'T ESCALATEANY FURTHER! 
 obj_papdate_684, \X.\E7.. UNLESSYOU FIND \RMYSECRET\X!! 
 obj_papdate_685, BUT THAT WON'THAPPEN!! 
 obj_papdate_705,  Move and inspect with \Z. 
 obj_papdate_721, \E3MY HAT...? 
 obj_papdate_722, \E8MY HAT. 
 obj_papdate_723, MY HAT! 
 obj_papdate_724, NYEH HEH HEH! 
 obj_papdate_740, W-WELL THEN...YOU FOUND MYSECRET! 
 obj_papdate_741, I SUPPOSE I HAVENO CHOICE! 
 obj_papdate_742, IT'S A PRESENT... 
 obj_papdate_743, A PRESENT J-JUSTFOR YOU!!! 
 obj_papdate_744, GO AHEAD!OPEN IT! 
 obj_papdate_756,                                  Open it         Don't                                 
 obj_papdate_780, YOU CAN'T EVENBRING YOURSELF TOHARM MY DELICATEWRAPPING?? 
 obj_papdate_781, \E7N-NO...THAT TECHNIQUE! 
 obj_papdate_782, \E6IT'S TOO STRONG! 
 obj_papdate_783, \E7COUNTERATTACK!I'LL OPEN THEPRESENT MYSELF!! 
 obj_papdate_802, DO YOU KNOW WHATTHIS IS? 
 obj_papdate_815,                                  Of course       No idea                               
 obj_papdate_842,  + '' + SPAGHETTI. + '' +  
 obj_papdate_843, \E3THAT'S WHATYOU'RE THINKING,ISN'T IT? 
 obj_papdate_844, RIGHT! 
 obj_papdate_845, BUT OH-SO WRONG! 
 obj_papdate_849, NYEH HEH HEH!THAT'S RIGHT. 
 obj_papdate_850, YOU HAVE NO IDEA! 
 obj_papdate_851, \E3THOUGH THISAPPEARS TO BESPAGHETTI... 
 obj_papdate_864, THIS AIN'T ANYPLAIN OL' PASTA! 
 obj_papdate_865, THIS IS ANARTISAN'S WORK! 
 obj_papdate_866, \E3SILKEN SPAGHETTI,FINELY AGED INAN OAKEN CASK... 
 obj_papdate_867, THEN COOKED BYME, MASTER CHEFPAPYRUS! 
 obj_papdate_868, HUMAN!!!IT'S TIME TOEND THIS!! 
 obj_papdate_869, THERE'S NO WAYTHIS CAN GOANY FURTHER! 
 obj_papdate_870, EAT THIS!MY ULTIMATETECHNIQUE!!! 
 obj_papdate_885,                                  Eat it          Refuse                                
 obj_papdate_911,  You take a small bite. 
 obj_papdate_912,  Your face reflexively  scrunches up. 
 obj_papdate_913,  The taste is indescribable... 
 obj_papdate_928, WHAT A PASSIONATEEXPRESSION!!! 
 obj_papdate_929, \E3YOU MUST REALLYLOVE MY COOKING! 
 obj_papdate_930, AND BY EXTENSION,ME!!! 
 obj_papdate_931, \E6MAYBE EVEN MORETHAN I DO!!! 
 obj_papdate_935, \E3YOU MEAN... 
 obj_papdate_936, YOU'RE LETTING MEHAVE IT INSTEAD? 
 obj_papdate_937, BECAUSE YOU KNOWHOW MUCH I LOVEPASTA... 
 obj_papdate_938, \E6IMPOSSIBLE!!TAKING MY PRESENTAND TURNING ITAROUND ON ME! 
 obj_papdate_948, AUGH!!^5! 
 obj_papdate_967, URRRGH!!^5! 
 obj_papdate_987, NOOOOOOOO!!^4! 
 obj_papdate_1021, HUMAN.IT'S CLEAR NOW. 
 obj_papdate_1022, YOU'RE MADLY INLOVE WITH ME. 
 obj_papdate_1023, EVERYTHING YOU DO.EVERYTHINGYOU SAY. 
 obj_papdate_1024, IT'S ALL BEENFOR MY SAKE. 
 obj_papdate_1025, HUMAN. I WANTYOU TO BEHAPPY, TOO. 
 obj_papdate_1026, IT'S TIME FOR METO EXPRESS MYFEELINGS. 
 obj_papdate_1027, IT'S TIME THATI TOLD YOU. 
 obj_papdate_1028, I, PAPYRUS... 
 obj_papdate_1032, HUMAN.IT'S CLEAR NOW. 
 obj_papdate_1033, YOU'RE COMPLETELYOBSESSED WITH ME. 
 obj_papdate_1034, EVERYTHING YOU DO.EVERYTHINGYOU SAY. 
 obj_papdate_1035, IT'S ALL BEENFOR MY SAKE. 
 obj_papdate_1036, HUMAN. I WANTYOU TO BEHAPPY,TOO. 
 obj_papdate_1037, IT'S TIME FOR METO EXPRESS MYFEELINGS. 
 obj_papdate_1038, IT'S TIME THATI TOLD YOU. 
 obj_papdate_1039, \E8I, PAPYRUS... 
 obj_papdate_1079, I... 
 obj_papdate_1080, UM... 
 obj_papdate_1081, \E4BOY, IS IT HOTIN HERE, OR ISIT JUST ME?? 
 obj_papdate_1082, \E4... 
 obj_papdate_1083, \E5OH, SHOOT. 
 obj_papdate_1084, HUMAN, I... 
 obj_papdate_1085, I'M SORRY. 
 obj_papdate_1086, I DON'T LIKE YOUTHE WAY YOULIKE ME. 
 obj_papdate_1087, \E4ROMANTICALLY,I MEAN. 
 obj_papdate_1088, \E6I MEAN, I TRIEDVERY HARD TO! 
 obj_papdate_1089, \E8I THOUGHT THATBECAUSE YOUFLIRTED WITH ME... 
 obj_papdate_1090, THAT I WASSUPPOSEDTO GO ON ADATE WITH YOU. 
 obj_papdate_1091, THEN, ON THE DATE,FEELINGS WOULDBLOSSOM FORTH!!! 
 obj_papdate_1092, I WOULD BE ABLETO MATCH YOURPASSION FOR ME! 
 obj_papdate_1093, \E4BUT ALAS...I, THE GREATPAPYRUS... 
 obj_papdate_1094, \E5HAVE FAILED. 
